Admitted,Disposition_binary,Place,F_Aid,Species_e,Sex_e,Age_e,Brought_in_after,season,r,G_O
2014-08-12,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
2014-08-21,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2014-08-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.
2014-08-27,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
2014-09-09,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,caught by domestic animal,Non-selasphorus spp.
2014-09-13,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Fall,found on the ground,Selasphorus spp.
2014-09-18,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-09-20,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-09-21,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-09-25,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-09-27,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-09-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-10-04,Died,Lindsey,No,ANHU,Female-like ,adult-like,4,Fall,found on the ground,Non-selasphorus spp.
2014-10-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,suspect torpor-like state,Non-selasphorus spp.
2014-10-12,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-10-15,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,found on the ground,Non-selasphorus spp.
2014-10-16,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,window hit,Non-selasphorus spp.
2014-10-23,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,found on the ground,Non-selasphorus spp.
2014-10-25,Died,Lindsey,No,ANHU,Male,adult-like,1,Fall,found on the ground,Non-selasphorus spp.
2014-10-29,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.
2014-10-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-11-02,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.
2014-11-04,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Fall,found on the ground,Non-selasphorus spp.
2014-11-08,Released,Lindsey,Yes,ANHU,Male,adult-like,1,Fall,window hit,Non-selasphorus spp.
2014-11-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.
2014-11-17,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-11-23,Released,Lindsey,No,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-11-23,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found inside,Non-selasphorus spp.
2014-11-23,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-11-29,Released,Lindsey,No,ANHU,Male,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
2014-11-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
2014-11-29,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2014-11-29,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Fall,window hit,Non-selasphorus spp.
2014-12-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2014-12-06,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
2014-12-08,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2014-12-09,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2014-12-09,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2014-12-13,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,suspect torpor-like state,Non-selasphorus spp.
2014-12-13,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
2014-12-16,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.
2014-12-26,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
2014-12-29,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-01-02,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-01-05,Released,Lindsey,Yes,ANHU,Male,adult-like,1,Winter,unknown,Non-selasphorus spp.
2015-01-07,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-01-11,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
2015-01-13,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-01-14,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-01-15,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,suspect torpor-like state,Non-selasphorus spp.
2015-01-15,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-01-16,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
2015-01-20,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-01-24,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,suspect torpor-like state,Non-selasphorus spp.
2015-01-24,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.
2015-01-25,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-01-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-01-27,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.
2015-01-29,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-01-31,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.
2015-01-31,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,3,Winter,window hit,Non-selasphorus spp.
2015-01-31,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-02-02,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-02-05,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-06,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-06,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-08,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.
2015-02-09,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.
2015-02-10,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,nest-related,Non-selasphorus spp.
2015-02-11,Released,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-02-11,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-12,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
2015-02-13,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-13,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Winter,found on the ground,Non-selasphorus spp.
2015-02-13,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-15,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-02-15,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
2015-02-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,found inside,Non-selasphorus spp.
2015-02-17,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
2015-02-17,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-17,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-20,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-21,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Winter,found on the ground,Non-selasphorus spp.
2015-02-22,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
2015-02-23,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,suspect torpor-like state,Non-selasphorus spp.
2015-02-24,Died,Lindsey,No,ANHU,Male,adult-like,1,Winter,caught by domestic animal,Non-selasphorus spp.
2015-02-24,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.
2015-02-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
2015-02-26,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
2015-02-26,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
2015-02-26,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-26,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-27,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,found on the ground,Non-selasphorus spp.
2015-02-27,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.
2015-03-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2015-03-04,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,window hit,Non-selasphorus spp.
2015-03-06,Released,Lindsey,No,ANHU,Male,adult-like,1,Spring,unknown,Non-selasphorus spp.
2015-03-06,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-07,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-08,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-09,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
2015-03-09,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
2015-03-11,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
2015-03-11,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2015-03-12,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-13,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-03-14,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-15,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,window hit,Non-selasphorus spp.
2015-03-15,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.
2015-03-15,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,unknown,Selasphorus spp.
2015-03-17,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,unknown,Non-selasphorus spp.
2015-03-17,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-17,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-17,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-03-18,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-18,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-19,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,caught by domestic animal,Non-selasphorus spp.
2015-03-19,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-21,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-03-21,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-22,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2015-03-23,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.
2015-03-23,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-23,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-24,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-25,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.
2015-03-26,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-26,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-26,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.
2015-03-27,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-03-27,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,unknown,Selasphorus spp.
2015-03-27,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.
2015-03-28,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
2015-03-28,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
2015-03-29,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,4,Spring,found on the ground,Non-selasphorus spp.
2015-03-29,Released,Lindsey,No,ANHU,Female-like ,adult-like,8,Spring,nest-related,Non-selasphorus spp.
2015-03-31,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found inside,Non-selasphorus spp.
2015-04-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-01,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-01,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-02,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-04,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-04,Released,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,found on the ground,Selasphorus spp.
2015-04-04,Died,Lindsey,No,Selasphorus,Male,adult-like,0,Spring,suspect torpor-like state,Selasphorus spp.
2015-04-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-04-06,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-04-06,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-04-06,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-04-06,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2015-04-06,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
2015-04-08,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-08,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-08,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
2015-04-09,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.
2015-04-09,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found inside,Non-selasphorus spp.
2015-04-09,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-11,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-11,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-11,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-12,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-12,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.
2015-04-13,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2015-04-13,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,caught by domestic animal,Selasphorus spp.
2015-04-13,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-15,Died,Lindsey,No,Selasphorus,Male,adult-like,0,Spring,found on the ground,Selasphorus spp.
2015-04-15,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,window hit,Selasphorus spp.
2015-04-15,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
2015-04-15,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
2015-04-15,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-16,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Spring,window hit,Selasphorus spp.
2015-04-16,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
2015-04-16,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.
2015-04-17,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.
2015-04-17,Died,Lindsey,No,Selasphorus,Male,adult-like,0,Spring,found on the ground,Selasphorus spp.
2015-04-18,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.
2015-04-19,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-19,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
2015-04-19,Died,Lindsey,No,Selasphorus,Male,adult-like,0,Spring,found on the ground,Selasphorus spp.
2015-04-20,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-21,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-21,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-21,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
2015-04-23,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-24,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-24,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2015-04-25,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,window hit,Selasphorus spp.
2015-04-25,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-25,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,suspect torpor-like state,Non-selasphorus spp.
2015-04-27,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,caught by domestic animal,Non-selasphorus spp.
2015-04-27,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-04-27,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-27,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-28,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.
2015-04-28,Died,Lindsey,No,Selasphorus,Male,adult-like,0,Spring,unknown,Selasphorus spp.
2015-04-28,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2015-04-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-29,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-04-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2015-05-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-05-03,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.
2015-05-03,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
2015-05-04,Died,Lindsey,Yes,BCHU,Male,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-05-05,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-07,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Spring,window hit,Selasphorus spp.
2015-05-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2015-05-08,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,3,Spring,unknown,Non-selasphorus spp.
2015-05-10,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-11,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
2015-05-12,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,2,Spring,found on the ground,Non-selasphorus spp.
2015-05-12,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,2,Spring,found on the ground,Non-selasphorus spp.
2015-05-13,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2015-05-14,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-05-14,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-05-14,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
2015-05-16,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,2,Spring,found on the ground,Non-selasphorus spp.
2015-05-16,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,3,Spring,found on the ground,Selasphorus spp.
2015-05-16,Died,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,found on the ground,Selasphorus spp.
2015-05-18,Released,Lindsey,No,ANHU,Female-like ,adult-like,2,Spring,window hit,Non-selasphorus spp.
2015-05-18,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-05-19,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-20,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
2015-05-20,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-05-20,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-21,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2015-05-21,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-05-22,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-23,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-23,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-24,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,found inside,Non-selasphorus spp.
2015-05-25,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-26,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2015-05-26,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-05-26,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2015-05-26,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2015-05-26,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
