"","Age_e","season","r","Heat","Fluids","Steroid","NSAID","Antibiotic","G_O","Sex_e","predicted_disposition"
"2947","adult-like","Winter","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.369559888521982
"2948","adult-like","Winter","window hit",1,1,0,1,0,"Non-selasphorus spp.","Male",0.271185841266232
"2949","adult-like","Winter","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.369559888521982
"2950","adult-like","Winter","window hit",1,1,0,1,0,"Non-selasphorus spp.","Male",0.271185841266232
"2951","Nestling","Winter","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.634784264994145
"2952","Nestling","Winter","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.634784264994145
"2953","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Male",0.123367725508638
"2954","adult-like","Winter","caught by domestic animal",0,0,0,1,1,"Non-selasphorus spp.","Female-like ",0.316126546341136
"2955","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.245775872310282
"2956","adult-like","Winter","found on the ground",1,1,1,1,0,"Non-selasphorus spp.","Female-like ",0.120647626952413
"2957","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.306102696665689
"2958","adult-like","Winter","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.34784500460027
"2959","adult-like","Winter","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Male",0.306089168782333
"2960","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Male",0.245775846930135
"2961","Nestling","Winter","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.634784264994145
"2962","Nestling","Winter","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.634784264994145
"2963","adult-like","Winter","window hit",0,0,1,1,0,"Non-selasphorus spp.","Female-like ",0.136245377097723
"2964","adult-like","Winter","window hit",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.219927826558425
"2965","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.306102696665689
"2966","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"2967","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"2968","adult-like","Spring","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Male",0.361339069763433
"2969","adult-like","Spring","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Male",0.361339069763433
"2970","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Male",0.407302243036412
"2971","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"2972","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"2973","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"2974","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"2975","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.466541285531193
"2976","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"2977","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"2978","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"2979","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433704095926641
"2980","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"2981","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"2982","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"2983","adult-like","Spring","found inside",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.397663131346698
"2984","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"2985","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Male",0.466541251455447
"2986","adult-like","Spring","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Male",0.361339069763433
"2987","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"2988","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"2989","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"2990","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"2991","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"2992","Nestling","Spring","caught by domestic animal",1,1,0,0,1,"Non-selasphorus spp.","unknown",0.78215849853718
"2993","adult-like","Spring","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.300056357278959
"2994","Nestling","Spring","nest-related",1,1,0,1,0,"Non-selasphorus spp.","unknown",0.690325902871787
"2995","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"2996","Nestling","Spring","unknown",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.754980371036029
"2997","adult-like","Spring","found on the ground",1,1,0,0,0,"Selasphorus spp.","Male",0.379850218750807
"2998","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"2999","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3000","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3001","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"3002","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3003","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"3004","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3005","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"3006","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"3007","adult-like","Spring","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.300056328523495
"3008","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3009","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3010","adult-like","Spring","window hit",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.328633011590296
"3011","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3012","adult-like","Spring","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.471943187574778
"3013","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3014","adult-like","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.412343651357241
"3015","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3016","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"3017","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3018","adult-like","Spring","caught by domestic animal",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.300042981064187
"3019","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"3020","adult-like","Spring","caught by domestic animal",1,1,0,1,1,"Non-selasphorus spp.","Female-like ",0.443555961593524
"3021","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"3022","adult-like","Spring","found on the ground",1,1,0,0,0,"Selasphorus spp.","Male",0.379850218750807
"3023","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"3024","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3025","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3026","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"3027","adult-like","Spring","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.50440173700072
"3028","Nestling","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658797283099733
"3029","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"3030","adult-like","Spring","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.300056357278959
"3031","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3032","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"3033","adult-like","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.412343651357241
"3034","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3035","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.407302276088932
"3036","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3037","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3038","adult-like","Spring","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.50440173700072
"3039","Nestling","Spring","found on the ground",1,0,0,0,0,"Selasphorus spp.","unknown",0.606949937613636
"3040","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.367219629850134
"3041","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"3042","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3043","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3044","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3045","Nestling","Spring","nest-related",1,0,0,0,0,"Selasphorus spp.","unknown",0.646466593448712
"3046","Nestling","Spring","nest-related",1,0,0,0,0,"Selasphorus spp.","unknown",0.646466593448712
"3047","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3048","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3049","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3050","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"3051","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.365253957664952
"3052","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"3053","Nestling","Summer","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.69834133675227
"3054","Nestling","Summer","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.69834133675227
"3055","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"3056","adult-like","Summer","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.298280731520247
"3057","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"3058","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"3059","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3060","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"3061","adult-like","Summer","found on the ground",0,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.360959860673776
"3062","adult-like","Summer","caught by domestic animal",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.298267400730473
"3063","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3064","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3065","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.365253957664952
"3066","Nestling","Summer","nest-related",1,0,0,0,0,"Selasphorus spp.","unknown",0.644528673360976
"3067","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"3068","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3069","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.365253957664952
"3070","adult-like","Summer","suspect torpor-like state",1,0,0,1,0,"Non-selasphorus spp.","Male",0.0718236718974128
"3071","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"3072","adult-like","Summer","found on the ground",0,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.360959860673776
"3073","adult-like","Summer","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.502284629903248
"3074","Nestling","Summer","caught by domestic animal",1,0,0,1,0,"Non-selasphorus spp.","unknown",0.585793794981909
"3075","adult-like","Summer","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.298280731520247
"3076","adult-like","Summer","caught by domestic animal",1,0,0,1,0,"Non-selasphorus spp.","Male",0.298267372073394
"3077","adult-like","Summer","caught by domestic animal",0,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.360945169514739
"3078","adult-like","Summer","found on the ground",0,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.360959860673776
"3079","adult-like","Summer","unknown",1,0,0,0,0,"Non-selasphorus spp.","Male",0.41029301914642
"3080","adult-like","Summer","suspect torpor-like state",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.0926638350370415
"3081","adult-like","Summer","caught by domestic animal",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.359372365955436
"3082","adult-like","Summer","suspect torpor-like state",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.155201932903842
"3083","adult-like","Summer","caught by domestic animal",0,1,0,0,0,"Non-selasphorus spp.","Male",0.502268673446059
"3084","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Male",0.365239191624196
"3085","adult-like","Fall","found on the ground",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.150831454758487
"3086","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.22668437973182
"3087","adult-like","Fall","found on the ground",0,0,0,1,0,"Non-selasphorus spp.","Male",0.178995211764085
"3088","adult-like","Fall","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Male",0.280328889493696
"3089","adult-like","Fall","suspect torpor-like state",0,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.0381740003726493
"3090","adult-like","Fall","found inside",0,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.251363797867547
"3091","adult-like","Fall","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Male",0.18173078112586
"3092","adult-like","Fall","caught by domestic animal",1,1,0,1,0,"Non-selasphorus spp.","Male",0.17798510143349
"3093","adult-like","Fall","found inside",1,0,0,0,0,"Non-selasphorus spp.","Male",0.205828491150028
"3094","adult-like","Fall","found on the ground",0,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.223445893185457
"3095","adult-like","Fall","found on the ground",0,1,0,1,0,"Non-selasphorus spp.","Male",0.223445869428076
"3096","adult-like","Fall","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Male",0.280328889493696
"3097","adult-like","Fall","found inside",1,1,0,0,0,"Non-selasphorus spp.","Male",0.254874106666334
"3098","adult-like","Fall","found inside",1,1,0,1,0,"Non-selasphorus spp.","Male",0.201708565163017
"3099","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"3100","adult-like","Fall","caught by domestic animal",0,1,1,1,0,"Non-selasphorus spp.","Female-like ",0.108051276853383
"3101","adult-like","Fall","window hit",1,1,0,0,0,"Non-selasphorus spp.","Male",0.250776850919185
"3102","adult-like","Fall","caught by domestic animal",0,0,0,1,0,"Non-selasphorus spp.","Male",0.178985852297841
"3103","adult-like","Fall","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.140944471400302
"3104","adult-like","Fall","window hit",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.307853118800319
"3105","adult-like","Fall","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.280328917115779
"3106","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"3107","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"3108","adult-like","Winter","window hit",1,1,0,1,0,"Non-selasphorus spp.","Male",0.271185841266232
"3109","adult-like","Winter","found inside",1,0,0,1,0,"Non-selasphorus spp.","Male",0.223671508197577
"3110","adult-like","Winter","window hit",1,1,0,1,0,"Non-selasphorus spp.","Male",0.271185841266232
"3111","adult-like","Winter","window hit",1,1,0,1,0,"Non-selasphorus spp.","Male",0.271185841266232
"3112","adult-like","Winter","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.198015748684431
"3113","adult-like","Winter","window hit",1,0,0,1,0,"Non-selasphorus spp.","Male",0.219927803069159
"3114","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Male",0.245775846930135
"3115","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.306102696665689
"3116","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"3117","adult-like","Winter","suspect torpor-like state",1,1,0,1,0,"Non-selasphorus spp.","Male",0.0559997700070291
"3118","adult-like","Winter","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.198015748684431
"3119","adult-like","Winter","found inside",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.275493961002718
"3120","adult-like","Winter","found inside",1,1,0,0,0,"Non-selasphorus spp.","Male",0.339828591805272
"3121","adult-like","Winter","found inside",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.275493961002718
"3122","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.245775872310282
"3123","adult-like","Winter","found inside",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.275493961002718
"3124","adult-like","Winter","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.339828622521729
"3125","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.250513397370715
"3126","adult-like","Winter","window hit",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.271185868326887
"3127","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"3128","adult-like","Winter","found on the ground",0,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.247043235147555
"3129","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Male",0.245775846930135
"3130","adult-like","Winter","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Male",0.369559856622536
"3131","adult-like","Winter","window hit",1,1,0,1,0,"Non-selasphorus spp.","Male",0.271185841266232
"3132","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Male",0.245775846930135
"3133","adult-like","Winter","window hit",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.219927826558425
"3134","adult-like","Winter","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.198015748684431
"3135","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.245775872310282
"3136","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"3137","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Male",0.245775846930135
"3138","adult-like","Winter","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.198015748684431
"3139","adult-like","Winter","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.198015748684431
"3140","adult-like","Winter","suspect torpor-like state",1,1,0,0,0,"Non-selasphorus spp.","Male",0.0743362407700588
"3141","adult-like","Winter","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.198015748684431
"3142","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.245775872310282
"3143","adult-like","Winter","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.339828622521729
"3144","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Male",0.245775846930135
"3145","Nestling","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.594780310965971
"3146","Nestling","Winter","unknown",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.639602814232139
"3147","adult-like","Spring","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.50440173700072
"3148","Nestling","Spring","unknown",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.754980371036029
"3149","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.367219629850134
"3150","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"3151","adult-like","Spring","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.300056357278959
"3152","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"3153","adult-like","Spring","found inside",0,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.467318211130958
"3154","adult-like","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","Male",0.412343618180233
"3155","adult-like","Spring","found on the ground",0,0,0,1,0,"Non-selasphorus spp.","Male",0.362915604602277
"3156","adult-like","Spring","suspect torpor-like state",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.122367453254154
"3157","Nestling","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.700122382053803
"3158","adult-like","Spring","window hit",1,0,0,1,0,"Selasphorus spp.","Female-like ",0.281331255222435
"3159","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Male",0.466541251455447
"3160","adult-like","Spring","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.300056357278959
"3161","Nestling","Spring","caught by domestic animal",1,0,0,1,0,"Non-selasphorus spp.","unknown",0.587847160323067
"3162","adult-like","Spring","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.300056357278959
"3163","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Male",0.466541251455447
"3164","adult-like","Spring","window hit",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.328633011590296
"3165","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"3166","adult-like","Spring","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.300056328523495
"3167","adult-like","Spring","window hit",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.392479520143639
"3168","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3169","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Male",0.407302243036412
"3170","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3171","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3172","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Male",0.407302243036412
"3173","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"3174","adult-like","Spring","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.36133910135999
"3175","adult-like","Spring","window hit",0,1,0,1,0,"Selasphorus spp.","Female-like ",0.407068556023287
"3176","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.367219629850134
"3177","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3178","adult-like","Spring","unknown",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.551686037757427
"3179","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"3180","adult-like","Spring","suspect torpor-like state",1,0,0,1,0,"Non-selasphorus spp.","Male",0.0723902973129198
"3181","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.407302276088932
"3182","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3183","adult-like","Spring","window hit",1,1,0,1,0,"Non-selasphorus spp.","Male",0.392479487497456
"3184","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3185","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3186","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"3187","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3188","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3189","adult-like","Spring","window hit",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.328633011590296
"3190","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"3191","adult-like","Spring","found on the ground",1,1,0,0,0,"Selasphorus spp.","Male",0.379850218750807
"3192","adult-like","Spring","unknown",1,1,0,0,0,"Non-selasphorus spp.","Male",0.480806275962549
"3193","adult-like","Spring","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.300056328523495
"3194","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3195","adult-like","Spring","caught by domestic animal",1,1,0,1,0,"Non-selasphorus spp.","Male",0.361324371897088
"3196","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3197","adult-like","Spring","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.480806310141132
"3198","adult-like","Spring","found on the ground",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.316986247428059
"3199","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"3200","adult-like","Spring","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Male",0.0955504258291093
"3201","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Male",0.466541251455447
"3202","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.407302276088932
"3203","adult-like","Spring","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.300056357278959
